S-RerF,SPORF,MASE,G-RerF,S-RerF-Permuted,Alpha
0.0,0.45,0.0,0.075,0.0,0.9500000000000001
0.0,0.35,0.0,0.125,0.0,1.0
0.0,0.25,0.0,0.125,0.0,1.05
0.0,0.325,0.0,0.075,0.0,1.1
0.0,0.375,0.0,0.05,0.0,1.1500000000000001
0.0,0.3,0.0,0.0,0.0,1.2000000000000002
0.0,0.175,0.0,0.025,0.0,1.25
0.0,0.225,0.0,0.025,0.0,1.3
0.0,0.25,0.0,0.0,0.0,1.35
0.0,0.2,0.0,0.0,0.0,1.4000000000000001
0.0,0.275,0.0,0.025,0.0,1.4500000000000002
0.0,0.175,0.0,0.0,0.0,1.5
0.0,0.15,0.0,0.0,0.0,1.55
0.0,0.175,0.0,0.0,0.0,1.6
0.0,0.1,0.0,0.0,0.0,1.6500000000000001
0.0,0.125,0.0,0.0,0.0,1.7000000000000002
0.0,0.15,0.0,0.0,0.0,1.75
0.0,0.075,0.0,0.0,0.0,1.8
0.0,0.125,0.0,0.0,0.0,1.85
0.0,0.075,0.0,0.0,0.0,1.9000000000000001
0.0,0.075,0.0,0.0,0.0,1.9500000000000002
0.0,0.1,0.0,0.0,0.0,2.0
0.8,0.825,0.75,0.725,0.775,0.0
0.675,0.75,0.85,0.8,0.675,0.05
0.55,0.775,0.6,0.725,0.7,0.1
0.35,0.75,0.35,0.625,0.55,0.15000000000000002
0.225,0.75,0.35,0.65,0.575,0.2
0.125,0.7,0.2,0.6,0.525,0.25
0.075,0.6,0.325,0.675,0.275,0.30000000000000004
0.025,0.675,0.1,0.425,0.225,0.35000000000000003
0.0,0.725,0.125,0.55,0.2,0.4
0.0,0.625,0.0,0.425,0.2,0.45
0.0,0.475,0.0,0.35,0.25,0.5
0.0,0.55,0.0,0.25,0.15,0.55
0.0,0.55,0.0,0.325,0.075,0.6000000000000001
0.0,0.575,0.0,0.325,0.025,0.65
0.0,0.625,0.0,0.225,0.05,0.7000000000000001
0.0,0.4,0.0,0.15,0.025,0.75
0.0,0.5,0.0,0.15,0.025,0.8
0.0,0.475,0.0,0.15,0.025,0.8500000000000001
0.0,0.4,0.0,0.125,0.025,0.9
0.0,0.45,0.0,0.15,0.0,0.9500000000000001
0.0,0.3,0.0,0.15,0.0,1.0
0.0,0.4,0.0,0.05,0.0,1.05
0.0,0.35,0.0,0.025,0.0,1.1
0.0,0.3,0.0,0.05,0.0,1.1500000000000001
0.0,0.2,0.0,0.05,0.0,1.2000000000000002
0.0,0.3,0.0,0.025,0.0,1.25
0.0,0.25,0.0,0.025,0.0,1.3
0.0,0.175,0.0,0.0,0.0,1.35
0.0,0.3,0.0,0.0,0.0,1.4000000000000001
0.0,0.225,0.0,0.0,0.0,1.4500000000000002
0.0,0.2,0.0,0.0,0.0,1.5
0.0,0.25,0.0,0.0,0.0,1.55
0.0,0.125,0.0,0.0,0.0,1.6
0.0,0.275,0.0,0.0,0.0,1.6500000000000001
0.0,0.125,0.0,0.0,0.0,1.7000000000000002
0.0,0.125,0.0,0.0,0.0,1.75
0.0,0.125,0.0,0.0,0.0,1.8
0.0,0.1,0.0,0.0,0.0,1.85
0.0,0.1,0.0,0.0,0.0,1.9000000000000001
0.0,0.05,0.0,0.0,0.0,1.9500000000000002
0.0,0.075,0.0,0.0,0.0,2.0
0.725,0.675,0.8,0.75,0.825,0.0
0.65,0.775,0.75,0.775,0.85,0.05
0.525,0.85,0.55,0.75,0.6,0.1
0.325,0.725,0.425,0.625,0.525,0.15000000000000002
0.175,0.775,0.4,0.75,0.45,0.2
0.175,0.65,0.075,0.425,0.375,0.25
0.05,0.65,0.3,0.5,0.275,0.30000000000000004
0.025,0.725,0.25,0.425,0.425,0.35000000000000003
0.0,0.55,0.0,0.45,0.2,0.4
0.025,0.6,0.0,0.375,0.125,0.45
0.0,0.575,0.0,0.3,0.225,0.5
0.0,0.625,0.0,0.375,0.075,0.55
0.0,0.475,0.0,0.3,0.075,0.6000000000000001
0.0,0.525,0.0,0.275,0.1,0.65
0.0,0.525,0.0,0.15,0.0,0.7000000000000001
0.0,0.55,0.0,0.25,0.0,0.75
0.0,0.475,0.0,0.15,0.0,0.8
0.0,0.375,0.0,0.15,0.0,0.8500000000000001
0.0,0.4,0.0,0.075,0.0,0.9
0.0,0.3,0.0,0.125,0.0,0.9500000000000001
0.0,0.425,0.0,0.1,0.0,1.0
0.0,0.3,0.0,0.025,0.0,1.05
0.0,0.325,0.0,0.025,0.0,1.1
0.0,0.325,0.0,0.05,0.0,1.1500000000000001
0.0,0.3,0.0,0.0,0.0,1.2000000000000002
0.0,0.325,0.0,0.025,0.0,1.25
0.0,0.3,0.0,0.0,0.0,1.3
0.0,0.2,0.0,0.0,0.0,1.35
0.0,0.275,0.0,0.0,0.0,1.4000000000000001
0.0,0.15,0.0,0.0,0.0,1.4500000000000002
0.0,0.125,0.0,0.0,0.0,1.5
0.0,0.225,0.0,0.0,0.0,1.55
0.0,0.225,0.0,0.0,0.0,1.6
0.0,0.125,0.0,0.0,0.0,1.6500000000000001
0.0,0.075,0.0,0.0,0.0,1.7000000000000002
0.0,0.025,0.0,0.0,0.0,1.75
0.0,0.15,0.0,0.0,0.0,1.8
0.0,0.1,0.0,0.0,0.0,1.85
0.0,0.05,0.0,0.0,0.0,1.9000000000000001
0.0,0.05,0.0,0.0,0.0,1.9500000000000002
0.0,0.025,0.0,0.0,0.0,2.0
0.675,0.775,0.7,0.7,0.825,0.0
0.775,0.825,0.675,0.725,0.75,0.05
0.525,0.725,0.5,0.825,0.6,0.1
0.25,0.7,0.5,0.65,0.625,0.15000000000000002
0.275,0.7,0.3,0.575,0.425,0.2
0.05,0.75,0.4,0.6,0.275,0.25
0.05,0.675,0.3,0.575,0.325,0.30000000000000004
0.025,0.675,0.225,0.475,0.4,0.35000000000000003
0.0,0.6,0.2,0.425,0.225,0.4
0.0,0.65,0.0,0.375,0.225,0.45
0.0,0.6,0.0,0.45,0.225,0.5
0.0,0.625,0.0,0.425,0.1,0.55
0.0,0.55,0.0,0.325,0.05,0.6000000000000001
0.0,0.575,0.0,0.35,0.0,0.65
0.0,0.525,0.0,0.25,0.1,0.7000000000000001
0.0,0.525,0.0,0.2,0.0,0.75
0.0,0.575,0.0,0.225,0.025,0.8
0.0,0.375,0.0,0.15,0.0,0.8500000000000001
0.0,0.45,0.0,0.15,0.0,0.9
0.0,0.525,0.0,0.025,0.0,0.9500000000000001
0.0,0.35,0.0,0.075,0.0,1.0
0.0,0.475,0.0,0.1,0.0,1.05
0.0,0.3,0.0,0.0,0.0,1.1
0.0,0.35,0.0,0.0,0.0,1.1500000000000001
0.0,0.325,0.0,0.1,0.0,1.2000000000000002
0.0,0.425,0.0,0.075,0.0,1.25
0.0,0.15,0.0,0.025,0.0,1.3
0.0,0.2,0.0,0.05,0.0,1.35
0.0,0.1,0.0,0.0,0.0,1.4000000000000001
0.0,0.15,0.0,0.0,0.0,1.4500000000000002
0.0,0.175,0.0,0.025,0.0,1.5
0.0,0.175,0.0,0.025,0.0,1.55
0.0,0.075,0.0,0.0,0.0,1.6
0.0,0.175,0.0,0.0,0.0,1.6500000000000001
0.0,0.125,0.0,0.0,0.0,1.7000000000000002
0.0,0.05,0.0,0.0,0.0,1.75
0.0,0.125,0.0,0.0,0.0,1.8
0.0,0.075,0.0,0.0,0.0,1.85
0.0,0.15,0.0,0.0,0.0,1.9000000000000001
0.0,0.075,0.0,0.0,0.0,1.9500000000000002
0.0,0.0,0.0,0.0,0.0,2.0
0.625,0.75,0.675,0.85,0.7,0.0
0.75,0.9,0.725,0.8,0.775,0.05
0.5,0.7,0.45,0.75,0.725,0.1
0.4,0.8,0.35,0.625,0.55,0.15000000000000002
0.1,0.725,0.35,0.6,0.55,0.2
0.1,0.575,0.2,0.75,0.375,0.25
0.1,0.7,0.375,0.575,0.35,0.30000000000000004
0.05,0.75,0.2,0.475,0.2,0.35000000000000003
0.0,0.625,0.125,0.35,0.25,0.4
0.0,0.6,0.0,0.425,0.175,0.45
0.0,0.6,0.0,0.4,0.175,0.5
0.0,0.55,0.0,0.4,0.1,0.55
0.0,0.65,0.0,0.25,0.075,0.6000000000000001
0.0,0.625,0.0,0.225,0.025,0.65
0.0,0.525,0.0,0.25,0.025,0.7000000000000001
0.0,0.475,0.0,0.175,0.05,0.75
0.0,0.45,0.0,0.25,0.0,0.8
0.0,0.4,0.0,0.1,0.0,0.8500000000000001
0.0,0.375,0.0,0.15,0.0,0.9
0.0,0.475,0.0,0.05,0.0,0.9500000000000001
0.0,0.375,0.0,0.1,0.0,1.0
0.0,0.4,0.0,0.1,0.0,1.05
0.0,0.475,0.0,0.025,0.0,1.1
0.0,0.375,0.0,0.05,0.0,1.1500000000000001
0.0,0.3,0.0,0.025,0.0,1.2000000000000002
0.0,0.175,0.0,0.0,0.0,1.25
0.0,0.275,0.0,0.025,0.0,1.3
0.0,0.175,0.0,0.025,0.0,1.35
0.0,0.2,0.0,0.0,0.0,1.4000000000000001
0.0,0.225,0.0,0.025,0.0,1.4500000000000002
0.0,0.125,0.0,0.0,0.0,1.5
0.0,0.075,0.0,0.0,0.0,1.55
0.0,0.2,0.0,0.0,0.0,1.6
0.0,0.1,0.0,0.0,0.0,1.6500000000000001
0.0,0.175,0.0,0.0,0.0,1.7000000000000002
0.0,0.05,0.0,0.0,0.0,1.75
0.0,0.15,0.0,0.0,0.0,1.8
0.0,0.05,0.0,0.0,0.0,1.85
0.0,0.0,0.0,0.0,0.0,1.9000000000000001
0.0,0.15,0.0,0.0,0.0,1.9500000000000002
0.0,0.1,0.0,0.0,0.0,2.0
0.8,0.8,0.75,0.725,0.825,0.0
0.625,0.75,0.675,0.725,0.625,0.05
0.675,0.775,0.625,0.75,0.55,0.1
0.225,0.775,0.45,0.6,0.45,0.15000000000000002
0.275,0.675,0.175,0.6,0.5,0.2
0.05,0.675,0.25,0.65,0.525,0.25
0.0,0.625,0.425,0.525,0.375,0.30000000000000004
0.0,0.675,0.15,0.45,0.4,0.35000000000000003
0.025,0.6,0.1,0.4,0.225,0.4
0.0,0.575,0.0,0.275,0.275,0.45
0.0,0.525,0.0,0.325,0.2,0.5
0.0,0.425,0.0,0.3,0.075,0.55
0.0,0.575,0.0,0.325,0.075,0.6000000000000001
0.0,0.575,0.0,0.175,0.075,0.65
0.0,0.525,0.0,0.2,0.025,0.7000000000000001
0.0,0.525,0.0,0.2,0.025,0.75
0.0,0.5,0.0,0.175,0.0,0.8
0.0,0.5,0.0,0.075,0.0,0.8500000000000001
0.0,0.425,0.0,0.1,0.0,0.9
0.0,0.375,0.0,0.15,0.025,0.9500000000000001
0.0,0.5,0.0,0.125,0.0,1.0
0.0,0.325,0.0,0.025,0.0,1.05
0.0,0.4,0.0,0.075,0.0,1.1
0.0,0.3,0.0,0.05,0.0,1.1500000000000001
0.0,0.225,0.0,0.025,0.0,1.2000000000000002
0.0,0.325,0.0,0.05,0.0,1.25
0.0,0.3,0.0,0.0,0.0,1.3
0.0,0.275,0.0,0.0,0.0,1.35
0.0,0.2,0.0,0.0,0.0,1.4000000000000001
0.0,0.1,0.0,0.0,0.0,1.4500000000000002
0.0,0.175,0.0,0.0,0.0,1.5
0.0,0.1,0.0,0.0,0.0,1.55
0.0,0.2,0.0,0.0,0.0,1.6
0.0,0.125,0.0,0.0,0.0,1.6500000000000001
0.0,0.125,0.0,0.0,0.0,1.7000000000000002
0.0,0.025,0.0,0.0,0.0,1.75
0.0,0.1,0.0,0.0,0.0,1.8
0.0,0.125,0.0,0.0,0.0,1.85
0.0,0.1,0.0,0.0,0.0,1.9000000000000001
0.0,0.1,0.0,0.0,0.0,1.9500000000000002
0.0,0.125,0.0,0.0,0.0,2.0
0.825,0.775,0.725,0.875,0.775,0.0
0.775,0.625,0.5,0.675,0.725,0.05
0.325,0.85,0.45,0.7,0.625,0.1
0.35,0.7,0.425,0.675,0.475,0.15000000000000002
0.125,0.7,0.3,0.825,0.4,0.2
0.1,0.675,0.225,0.525,0.45,0.25
0.15,0.65,0.3,0.525,0.325,0.30000000000000004
0.025,0.475,0.1,0.5,0.325,0.35000000000000003
0.025,0.6,0.025,0.475,0.275,0.4
0.0,0.675,0.0,0.3,0.175,0.45
0.0,0.5,0.0,0.45,0.075,0.5
0.0,0.525,0.0,0.375,0.075,0.55
0.0,0.5,0.0,0.3,0.1,0.6000000000000001
0.0,0.475,0.0,0.3,0.0,0.65
0.0,0.45,0.0,0.275,0.025,0.7000000000000001
0.0,0.45,0.0,0.2,0.025,0.75
0.0,0.45,0.0,0.125,0.0,0.8
0.0,0.35,0.0,0.15,0.025,0.8500000000000001
0.0,0.5,0.0,0.175,0.025,0.9
0.0,0.425,0.0,0.1,0.0,0.9500000000000001
0.0,0.4,0.0,0.15,0.0,1.0
0.0,0.25,0.0,0.075,0.0,1.05
0.0,0.4,0.0,0.075,0.0,1.1
0.0,0.325,0.0,0.075,0.0,1.1500000000000001
0.0,0.2,0.0,0.025,0.0,1.2000000000000002
0.0,0.3,0.0,0.05,0.0,1.25
0.0,0.325,0.0,0.0,0.0,1.3
0.0,0.275,0.0,0.0,0.0,1.35
0.0,0.225,0.0,0.0,0.0,1.4000000000000001
0.0,0.175,0.0,0.025,0.0,1.4500000000000002
0.0,0.225,0.0,0.0,0.0,1.5
0.0,0.2,0.0,0.025,0.0,1.55
0.0,0.1,0.0,0.0,0.0,1.6
0.0,0.175,0.0,0.025,0.0,1.6500000000000001
0.0,0.175,0.0,0.0,0.0,1.7000000000000002
0.0,0.175,0.0,0.0,0.0,1.75
0.0,0.175,0.0,0.0,0.0,1.8
0.0,0.125,0.0,0.0,0.0,1.85
0.0,0.125,0.0,0.0,0.0,1.9000000000000001
0.0,0.025,0.0,0.0,0.0,1.9500000000000002
0.0,0.05,0.0,0.0,0.0,2.0
0.725,0.7,0.775,0.625,0.8,0.0
0.7,0.775,0.625,0.825,0.575,0.05
0.575,0.775,0.45,0.7,0.525,0.1
0.3,0.75,0.425,0.65,0.6,0.15000000000000002
0.25,0.725,0.35,0.725,0.475,0.2
0.175,0.7,0.225,0.7,0.45,0.25
0.025,0.625,0.35,0.55,0.275,0.30000000000000004
0.0,0.65,0.1,0.45,0.325,0.35000000000000003
0.025,0.625,0.05,0.375,0.325,0.4
0.0,0.65,0.0,0.45,0.15,0.45
0.0,0.6,0.0,0.4,0.175,0.5
0.0,0.475,0.0,0.35,0.175,0.55
0.0,0.55,0.0,0.45,0.125,0.6000000000000001
0.0,0.525,0.0,0.325,0.025,0.65
0.0,0.6,0.0,0.275,0.125,0.7000000000000001
0.0,0.45,0.0,0.25,0.05,0.75
0.0,0.475,0.0,0.175,0.0,0.8
0.0,0.525,0.0,0.175,0.025,0.8500000000000001
0.0,0.35,0.0,0.2,0.0,0.9
0.0,0.425,0.0,0.05,0.0,0.9500000000000001
0.0,0.3,0.0,0.125,0.0,1.0
0.0,0.425,0.0,0.05,0.0,1.05
0.0,0.3,0.0,0.05,0.0,1.1
0.0,0.45,0.0,0.0,0.0,1.1500000000000001
0.0,0.25,0.0,0.05,0.0,1.2000000000000002
0.0,0.25,0.0,0.05,0.0,1.25
0.0,0.2,0.0,0.025,0.0,1.3
0.0,0.275,0.0,0.025,0.0,1.35
0.0,0.25,0.0,0.025,0.0,1.4000000000000001
0.0,0.2,0.0,0.0,0.0,1.4500000000000002
0.0,0.2,0.0,0.0,0.0,1.5
0.0,0.225,0.0,0.0,0.0,1.55
0.0,0.175,0.0,0.0,0.0,1.6
0.0,0.1,0.0,0.0,0.0,1.6500000000000001
0.0,0.2,0.0,0.0,0.0,1.7000000000000002
0.0,0.05,0.0,0.0,0.0,1.75
0.0,0.15,0.0,0.0,0.0,1.8
0.0,0.075,0.0,0.0,0.0,1.85
0.0,0.15,0.0,0.0,0.0,1.9000000000000001
0.0,0.05,0.0,0.0,0.0,1.9500000000000002
0.0,0.125,0.0,0.0,0.0,2.0
0.8,0.875,0.7,0.7,0.775,0.0
0.625,0.8,0.625,0.625,0.675,0.05
0.55,0.8,0.575,0.75,0.575,0.1
0.45,0.725,0.475,0.75,0.525,0.15000000000000002
0.325,0.7,0.325,0.675,0.525,0.2
0.1,0.775,0.225,0.65,0.3,0.25
0.05,0.65,0.275,0.55,0.325,0.30000000000000004
0.05,0.525,0.175,0.55,0.325,0.35000000000000003
0.0,0.725,0.0,0.475,0.25,0.4
0.0,0.7,0.0,0.35,0.15,0.45
0.0,0.6,0.0,0.525,0.05,0.5
0.0,0.65,0.0,0.375,0.075,0.55
0.0,0.5,0.0,0.275,0.075,0.6000000000000001
0.0,0.575,0.0,0.2,0.075,0.65
0.0,0.525,0.0,0.225,0.025,0.7000000000000001
0.0,0.45,0.0,0.175,0.0,0.75
0.0,0.625,0.0,0.275,0.0,0.8
0.0,0.475,0.0,0.125,0.025,0.8500000000000001
0.0,0.45,0.0,0.125,0.0,0.9
0.0,0.375,0.0,0.075,0.0,0.9500000000000001
0.0,0.325,0.0,0.1,0.0,1.0
0.0,0.4,0.0,0.05,0.0,1.05
0.0,0.325,0.0,0.0,0.0,1.1
0.0,0.325,0.0,0.05,0.0,1.1500000000000001
0.0,0.35,0.0,0.025,0.0,1.2000000000000002
0.0,0.275,0.0,0.075,0.0,1.25
0.0,0.225,0.0,0.0,0.0,1.3
0.0,0.15,0.0,0.0,0.0,1.35
0.0,0.25,0.0,0.0,0.0,1.4000000000000001
0.0,0.1,0.0,0.0,0.0,1.4500000000000002
0.0,0.275,0.0,0.0,0.0,1.5
0.0,0.15,0.0,0.0,0.0,1.55
0.0,0.2,0.0,0.025,0.0,1.6
0.0,0.05,0.0,0.0,0.0,1.6500000000000001
0.0,0.1,0.0,0.0,0.0,1.7000000000000002
0.0,0.225,0.0,0.0,0.0,1.75
0.0,0.1,0.0,0.0,0.0,1.8
0.0,0.05,0.0,0.0,0.0,1.85
0.0,0.125,0.0,0.0,0.0,1.9000000000000001
0.0,0.075,0.0,0.0,0.0,1.9500000000000002
0.0,0.025,0.0,0.0,0.0,2.0
0.775,0.625,0.725,0.725,0.8,0.0
0.7,0.8,0.7,0.85,0.8,0.05
0.55,0.75,0.55,0.625,0.7,0.1
0.35,0.7,0.425,0.75,0.5,0.15000000000000002
0.1,0.725,0.4,0.525,0.5,0.2
0.05,0.725,0.3,0.625,0.45,0.25
0.075,0.6,0.25,0.45,0.425,0.30000000000000004
0.05,0.675,0.275,0.575,0.375,0.35000000000000003
0.0,0.625,0.075,0.425,0.25,0.4
0.025,0.625,0.0,0.5,0.275,0.45
0.0,0.7,0.0,0.325,0.2,0.5
0.0,0.525,0.0,0.35,0.075,0.55
0.0,0.5,0.0,0.2,0.05,0.6000000000000001
0.0,0.55,0.0,0.3,0.05,0.65
0.0,0.5,0.0,0.275,0.05,0.7000000000000001
0.0,0.425,0.0,0.25,0.0,0.75
0.0,0.375,0.0,0.175,0.0,0.8
0.0,0.45,0.0,0.125,0.0,0.8500000000000001
0.0,0.375,0.0,0.1,0.0,0.9
0.0,0.4,0.0,0.125,0.0,0.9500000000000001
0.0,0.375,0.0,0.125,0.0,1.0
0.0,0.35,0.0,0.075,0.0,1.05
0.0,0.375,0.0,0.025,0.0,1.1
0.0,0.35,0.0,0.025,0.0,1.1500000000000001
0.0,0.275,0.0,0.025,0.0,1.2000000000000002
0.0,0.25,0.0,0.0,0.0,1.25
0.0,0.275,0.0,0.05,0.0,1.3
0.0,0.25,0.0,0.0,0.0,1.35
0.0,0.225,0.0,0.0,0.0,1.4000000000000001
0.0,0.175,0.0,0.0,0.0,1.4500000000000002
0.0,0.1,0.0,0.0,0.0,1.5
0.0,0.175,0.0,0.0,0.0,1.55
0.0,0.25,0.0,0.0,0.0,1.6
0.0,0.125,0.0,0.0,0.0,1.6500000000000001
0.0,0.125,0.0,0.0,0.0,1.7000000000000002
0.0,0.075,0.0,0.0,0.0,1.75
0.0,0.05,0.0,0.0,0.0,1.8
0.0,0.125,0.0,0.0,0.0,1.85
0.0,0.125,0.0,0.0,0.0,1.9000000000000001
0.0,0.075,0.0,0.0,0.0,1.9500000000000002
0.0,0.05,0.0,0.0,0.0,2.0
0.775,0.7,0.85,0.55,0.775,0.0
0.625,0.8,0.675,0.6,0.85,0.05
0.55,0.825,0.525,0.75,0.7,0.1
0.425,0.625,0.425,0.675,0.5,0.15000000000000002
0.15,0.875,0.5,0.75,0.425,0.2
0.1,0.775,0.25,0.6,0.375,0.25
0.125,0.725,0.15,0.675,0.375,0.30000000000000004
0.0,0.625,0.425,0.45,0.475,0.35000000000000003
0.05,0.55,0.025,0.45,0.25,0.4
0.0,0.65,0.0,0.525,0.175,0.45
0.0,0.625,0.0,0.45,0.175,0.5
0.0,0.525,0.0,0.275,0.175,0.55
0.0,0.55,0.0,0.275,0.1,0.6000000000000001
0.0,0.55,0.0,0.325,0.1,0.65
0.0,0.425,0.0,0.3,0.0,0.7000000000000001
0.0,0.45,0.0,0.15,0.0,0.75
0.0,0.6,0.0,0.175,0.0,0.8
0.0,0.45,0.0,0.025,0.0,0.8500000000000001
0.0,0.475,0.0,0.175,0.0,0.9
0.0,0.425,0.0,0.125,0.0,0.9500000000000001
0.0,0.5,0.0,0.125,0.0,1.0
0.0,0.25,0.0,0.075,0.0,1.05
0.0,0.325,0.0,0.05,0.0,1.1
0.0,0.275,0.0,0.05,0.0,1.1500000000000001
0.0,0.35,0.0,0.05,0.0,1.2000000000000002
0.0,0.35,0.0,0.025,0.0,1.25
0.0,0.175,0.0,0.025,0.0,1.3
0.0,0.175,0.0,0.025,0.0,1.35
0.0,0.2,0.0,0.025,0.0,1.4000000000000001
0.0,0.175,0.0,0.0,0.0,1.4500000000000002
0.0,0.15,0.0,0.0,0.0,1.5
0.0,0.1,0.0,0.025,0.0,1.55
0.0,0.15,0.0,0.0,0.0,1.6
0.0,0.05,0.0,0.0,0.0,1.6500000000000001
0.0,0.125,0.0,0.0,0.0,1.7000000000000002
0.0,0.15,0.0,0.0,0.0,1.75
0.0,0.125,0.0,0.0,0.0,1.8
0.0,0.125,0.0,0.0,0.0,1.85
0.0,0.05,0.0,0.0,0.0,1.9000000000000001
0.0,0.025,0.0,0.0,0.0,1.9500000000000002
0.0,0.125,0.0,0.0,0.0,2.0
0.7,0.625,0.75,0.725,0.75,0.0
0.775,0.825,0.65,0.725,0.675,0.05
0.525,0.75,0.75,0.8,0.7,0.1
0.375,0.85,0.3,0.65,0.525,0.15000000000000002
0.25,0.6,0.375,0.625,0.4,0.2
0.075,0.65,0.275,0.575,0.425,0.25
0.175,0.75,0.275,0.425,0.425,0.30000000000000004
0.0,0.55,0.075,0.375,0.225,0.35000000000000003
0.025,0.65,0.0,0.525,0.325,0.4
0.0,0.55,0.0,0.525,0.275,0.45
0.0,0.575,0.0,0.4,0.15,0.5
0.0,0.6,0.0,0.275,0.125,0.55
0.0,0.625,0.0,0.35,0.175,0.6000000000000001
0.0,0.525,0.0,0.3,0.075,0.65
0.0,0.525,0.0,0.25,0.0,0.7000000000000001
0.0,0.55,0.0,0.175,0.025,0.75
0.0,0.425,0.0,0.175,0.025,0.8
0.0,0.525,0.0,0.175,0.025,0.8500000000000001
0.0,0.4,0.0,0.125,0.0,0.9
0.0,0.475,0.0,0.125,0.0,0.9500000000000001
0.0,0.325,0.0,0.075,0.0,1.0
0.0,0.375,0.0,0.05,0.0,1.05
0.0,0.475,0.0,0.05,0.0,1.1
0.0,0.3,0.0,0.025,0.0,1.1500000000000001
0.0,0.275,0.0,0.0,0.0,1.2000000000000002
0.0,0.225,0.0,0.05,0.0,1.25
0.0,0.325,0.0,0.0,0.0,1.3
0.0,0.225,0.0,0.0,0.0,1.35
0.0,0.175,0.0,0.0,0.0,1.4000000000000001
0.0,0.225,0.0,0.0,0.0,1.4500000000000002
0.0,0.1,0.0,0.0,0.0,1.5
0.0,0.275,0.0,0.025,0.0,1.55
0.0,0.25,0.0,0.0,0.0,1.6
0.0,0.225,0.0,0.0,0.0,1.6500000000000001
0.0,0.125,0.0,0.0,0.0,1.7000000000000002
0.0,0.05,0.0,0.0,0.0,1.75
0.0,0.1,0.0,0.0,0.0,1.8
0.0,0.125,0.0,0.0,0.0,1.85
0.0,0.025,0.0,0.0,0.0,1.9000000000000001
0.0,0.05,0.0,0.0,0.0,1.9500000000000002
0.0,0.15,0.0,0.0,0.0,2.0
0.775,0.8,0.725,0.65,0.725,0.0
0.7,0.775,0.525,0.65,0.725,0.05
0.5,0.7,0.45,0.75,0.625,0.1
0.425,0.775,0.4,0.675,0.525,0.15000000000000002
0.175,0.775,0.275,0.575,0.6,0.2
0.05,0.675,0.425,0.625,0.6,0.25
0.025,0.625,0.4,0.475,0.3,0.30000000000000004
0.025,0.675,0.15,0.6,0.4,0.35000000000000003
0.0,0.6,0.3,0.375,0.225,0.4
0.0,0.575,0.025,0.35,0.275,0.45
0.025,0.65,0.0,0.325,0.2,0.5
0.0,0.625,0.0,0.325,0.05,0.55
0.0,0.55,0.0,0.25,0.05,0.6000000000000001
0.0,0.475,0.0,0.2,0.05,0.65
0.0,0.525,0.0,0.3,0.025,0.7000000000000001
0.0,0.5,0.0,0.125,0.025,0.75
0.0,0.45,0.0,0.2,0.025,0.8
0.0,0.575,0.0,0.125,0.05,0.8500000000000001
0.0,0.375,0.0,0.125,0.0,0.9
0.0,0.325,0.0,0.025,0.0,0.9500000000000001
0.0,0.35,0.0,0.075,0.0,1.0
0.0,0.35,0.0,0.05,0.0,1.05
0.0,0.375,0.0,0.025,0.0,1.1
0.0,0.45,0.0,0.025,0.0,1.1500000000000001
0.0,0.35,0.0,0.0,0.0,1.2000000000000002
0.0,0.3,0.0,0.0,0.0,1.25
0.0,0.175,0.0,0.0,0.0,1.3
0.0,0.15,0.0,0.025,0.0,1.35
0.0,0.2,0.0,0.025,0.0,1.4000000000000001
0.0,0.275,0.0,0.0,0.0,1.4500000000000002
0.0,0.125,0.0,0.0,0.0,1.5
0.0,0.175,0.0,0.0,0.0,1.55
0.0,0.15,0.0,0.0,0.0,1.6
0.0,0.225,0.0,0.0,0.0,1.6500000000000001
0.0,0.225,0.0,0.0,0.0,1.7000000000000002
0.0,0.1,0.0,0.0,0.0,1.75
0.0,0.175,0.0,0.0,0.0,1.8
0.0,0.075,0.0,0.0,0.0,1.85
