S-RerF,SPORF,MASE,G-RerF,S-RerF-Permuted,Alpha
0.0,0.475,0.0,0.125,0.0,0.8500000000000001
0.0,0.4,0.0,0.075,0.025,0.9
0.0,0.4,0.0,0.125,0.0,0.9500000000000001
0.0,0.4,0.0,0.15,0.0,1.0
0.0,0.375,0.0,0.0,0.0,1.05
0.0,0.45,0.0,0.075,0.0,1.1
0.0,0.4,0.0,0.0,0.0,1.1500000000000001
0.0,0.325,0.0,0.05,0.0,1.2000000000000002
0.0,0.325,0.0,0.0,0.0,1.25
0.0,0.275,0.0,0.0,0.0,1.3
0.0,0.25,0.0,0.0,0.0,1.35
0.0,0.225,0.0,0.0,0.0,1.4000000000000001
0.0,0.25,0.0,0.0,0.0,1.4500000000000002
0.0,0.3,0.0,0.0,0.0,1.5
0.0,0.175,0.0,0.0,0.0,1.55
0.0,0.05,0.0,0.0,0.0,1.6
0.0,0.125,0.0,0.0,0.0,1.6500000000000001
0.0,0.1,0.0,0.0,0.0,1.7000000000000002
0.0,0.125,0.0,0.0,0.0,1.75
0.0,0.125,0.0,0.0,0.0,1.8
0.0,0.15,0.0,0.0,0.0,1.85
0.0,0.075,0.0,0.0,0.0,1.9000000000000001
0.0,0.1,0.0,0.0,0.0,1.9500000000000002
0.0,0.1,0.0,0.0,0.0,2.0
0.825,0.725,0.65,0.775,0.75,0.0
0.675,0.7,0.8,0.7,0.75,0.05
0.5,0.675,0.6,0.725,0.725,0.1
0.275,0.525,0.475,0.75,0.5,0.15000000000000002
0.125,0.7,0.4,0.725,0.55,0.2
0.1,0.775,0.375,0.525,0.35,0.25
0.15,0.675,0.425,0.6,0.4,0.30000000000000004
0.025,0.65,0.1,0.425,0.375,0.35000000000000003
0.0,0.65,0.05,0.4,0.225,0.4
0.0,0.7,0.0,0.475,0.175,0.45
0.0,0.7,0.0,0.35,0.2,0.5
0.0,0.6,0.0,0.4,0.1,0.55
0.0,0.625,0.0,0.45,0.175,0.6000000000000001
0.0,0.4,0.0,0.3,0.025,0.65
0.0,0.625,0.0,0.25,0.025,0.7000000000000001
0.0,0.5,0.0,0.25,0.0,0.75
0.0,0.425,0.0,0.175,0.0,0.8
0.0,0.5,0.0,0.2,0.025,0.8500000000000001
0.0,0.35,0.0,0.175,0.0,0.9
0.0,0.35,0.0,0.15,0.0,0.9500000000000001
0.0,0.4,0.0,0.075,0.0,1.0
0.0,0.375,0.0,0.075,0.0,1.05
0.0,0.35,0.0,0.1,0.0,1.1
0.0,0.425,0.0,0.075,0.0,1.1500000000000001
0.0,0.25,0.0,0.05,0.0,1.2000000000000002
0.0,0.275,0.0,0.05,0.0,1.25
0.0,0.275,0.0,0.05,0.0,1.3
0.0,0.2,0.0,0.0,0.0,1.35
0.0,0.225,0.0,0.0,0.0,1.4000000000000001
0.0,0.175,0.0,0.0,0.0,1.4500000000000002
0.0,0.15,0.0,0.0,0.0,1.5
0.0,0.225,0.0,0.0,0.0,1.55
0.0,0.075,0.0,0.0,0.0,1.6
0.0,0.15,0.0,0.0,0.0,1.6500000000000001
0.0,0.1,0.0,0.0,0.0,1.7000000000000002
0.0,0.1,0.0,0.0,0.0,1.75
0.0,0.075,0.0,0.0,0.0,1.8
0.0,0.1,0.0,0.0,0.0,1.85
0.0,0.125,0.0,0.0,0.0,1.9000000000000001
0.0,0.075,0.0,0.0,0.0,1.9500000000000002
0.0,0.1,0.0,0.0,0.0,2.0
0.625,0.8,0.75,0.725,0.825,0.0
0.575,0.7,0.65,0.825,0.7,0.05
0.5,0.775,0.55,0.675,0.675,0.1
0.375,0.825,0.6,0.625,0.475,0.15000000000000002
0.225,0.725,0.45,0.525,0.55,0.2
0.05,0.6,0.325,0.6,0.475,0.25
0.025,0.55,0.275,0.5,0.325,0.30000000000000004
0.075,0.75,0.375,0.35,0.25,0.35000000000000003
0.0,0.575,0.025,0.475,0.275,0.4
0.0,0.525,0.025,0.425,0.25,0.45
0.0,0.525,0.0,0.475,0.1,0.5
0.0,0.525,0.0,0.3,0.1,0.55
0.0,0.475,0.0,0.3,0.15,0.6000000000000001
0.0,0.45,0.0,0.3,0.05,0.65
0.0,0.45,0.0,0.15,0.0,0.7000000000000001
0.0,0.525,0.0,0.275,0.025,0.75
0.0,0.5,0.0,0.25,0.025,0.8
0.0,0.425,0.0,0.1,0.025,0.8500000000000001
0.0,0.45,0.0,0.15,0.0,0.9
0.0,0.425,0.0,0.05,0.0,0.9500000000000001
0.0,0.425,0.0,0.075,0.0,1.0
0.0,0.5,0.0,0.075,0.0,1.05
0.0,0.325,0.0,0.05,0.0,1.1
0.0,0.1,0.0,0.025,0.0,1.1500000000000001
0.0,0.225,0.0,0.1,0.0,1.2000000000000002
0.0,0.4,0.0,0.075,0.0,1.25
0.0,0.275,0.0,0.025,0.0,1.3
0.0,0.2,0.0,0.0,0.0,1.35
0.0,0.2,0.0,0.025,0.0,1.4000000000000001
0.0,0.325,0.0,0.0,0.0,1.4500000000000002
0.0,0.125,0.0,0.0,0.0,1.5
0.0,0.2,0.0,0.0,0.0,1.55
0.0,0.125,0.0,0.0,0.0,1.6
0.0,0.2,0.0,0.0,0.0,1.6500000000000001
0.0,0.05,0.0,0.0,0.0,1.7000000000000002
0.0,0.15,0.0,0.0,0.0,1.75
0.0,0.15,0.0,0.0,0.0,1.8
0.0,0.15,0.0,0.0,0.0,1.85
0.0,0.125,0.0,0.0,0.0,1.9000000000000001
0.0,0.05,0.0,0.0,0.0,1.9500000000000002
0.0,0.025,0.0,0.0,0.0,2.0
0.85,0.775,0.8,0.775,0.8,0.0
0.6,0.775,0.65,0.775,0.8,0.05
0.5,0.8,0.575,0.8,0.75,0.1
0.35,0.775,0.4,0.7,0.5,0.15000000000000002
0.25,0.65,0.3,0.4,0.4,0.2
0.125,0.65,0.325,0.6,0.45,0.25
0.1,0.625,0.325,0.55,0.325,0.30000000000000004
0.075,0.7,0.2,0.475,0.4,0.35000000000000003
0.025,0.6,0.2,0.55,0.25,0.4
0.0,0.7,0.0,0.425,0.15,0.45
0.0,0.625,0.0,0.475,0.225,0.5
0.0,0.625,0.0,0.275,0.15,0.55
0.0,0.675,0.0,0.225,0.075,0.6000000000000001
0.0,0.475,0.0,0.25,0.05,0.65
0.0,0.675,0.0,0.3,0.05,0.7000000000000001
0.0,0.525,0.0,0.175,0.0,0.75
0.0,0.525,0.0,0.175,0.0,0.8
0.0,0.5,0.0,0.125,0.0,0.8500000000000001
0.0,0.375,0.0,0.075,0.0,0.9
0.0,0.35,0.0,0.1,0.0,0.9500000000000001
0.0,0.325,0.0,0.15,0.0,1.0
0.0,0.275,0.0,0.1,0.025,1.05
0.0,0.525,0.0,0.025,0.0,1.1
0.0,0.325,0.0,0.05,0.0,1.1500000000000001
0.0,0.2,0.0,0.025,0.0,1.2000000000000002
0.0,0.325,0.0,0.05,0.0,1.25
0.0,0.25,0.0,0.025,0.0,1.3
0.0,0.225,0.0,0.0,0.0,1.35
0.0,0.15,0.0,0.0,0.0,1.4000000000000001
0.0,0.225,0.0,0.0,0.0,1.4500000000000002
0.0,0.125,0.0,0.0,0.0,1.5
0.0,0.15,0.0,0.0,0.0,1.55
0.0,0.15,0.0,0.0,0.0,1.6
0.0,0.125,0.0,0.0,0.0,1.6500000000000001
0.0,0.05,0.0,0.0,0.0,1.7000000000000002
0.0,0.1,0.0,0.0,0.0,1.75
0.0,0.075,0.0,0.0,0.0,1.8
0.0,0.15,0.0,0.0,0.0,1.85
0.0,0.05,0.0,0.0,0.0,1.9000000000000001
0.0,0.075,0.0,0.0,0.0,1.9500000000000002
0.0,0.125,0.0,0.0,0.0,2.0
0.7,0.75,0.75,0.825,0.875,0.0
0.5,0.75,0.625,0.7,0.625,0.05
0.5,0.8,0.5,0.75,0.7,0.1
0.325,0.8,0.5,0.8,0.5,0.15000000000000002
0.225,0.775,0.325,0.6,0.55,0.2
0.125,0.75,0.225,0.7,0.55,0.25
0.025,0.8,0.325,0.55,0.5,0.30000000000000004
0.025,0.525,0.225,0.425,0.275,0.35000000000000003
0.0,0.725,0.1,0.45,0.175,0.4
0.0,0.625,0.0,0.425,0.125,0.45
0.0,0.5,0.0,0.3,0.225,0.5
0.0,0.45,0.0,0.2,0.05,0.55
0.0,0.5,0.0,0.3,0.05,0.6000000000000001
0.0,0.625,0.0,0.2,0.05,0.65
0.0,0.425,0.0,0.375,0.075,0.7000000000000001
0.0,0.45,0.0,0.2,0.05,0.75
0.0,0.5,0.0,0.15,0.025,0.8
0.0,0.5,0.0,0.125,0.0,0.8500000000000001
0.0,0.475,0.0,0.15,0.025,0.9
0.0,0.45,0.0,0.1,0.0,0.9500000000000001
0.0,0.275,0.0,0.075,0.0,1.0
0.0,0.325,0.0,0.1,0.0,1.05
0.0,0.375,0.0,0.05,0.0,1.1
0.0,0.3,0.0,0.05,0.0,1.1500000000000001
0.0,0.275,0.0,0.025,0.0,1.2000000000000002
0.0,0.175,0.0,0.025,0.0,1.25
0.0,0.2,0.0,0.025,0.0,1.3
0.0,0.175,0.0,0.0,0.0,1.35
0.0,0.35,0.0,0.0,0.0,1.4000000000000001
0.0,0.2,0.0,0.0,0.0,1.4500000000000002
0.0,0.075,0.0,0.0,0.0,1.5
0.0,0.2,0.0,0.0,0.0,1.55
0.0,0.15,0.0,0.025,0.0,1.6
0.0,0.15,0.0,0.0,0.0,1.6500000000000001
0.0,0.1,0.0,0.0,0.0,1.7000000000000002
0.0,0.1,0.0,0.0,0.0,1.75
0.0,0.1,0.0,0.0,0.0,1.8
0.0,0.2,0.0,0.0,0.0,1.85
0.0,0.05,0.0,0.0,0.0,1.9000000000000001
0.0,0.125,0.0,0.0,0.0,1.9500000000000002
0.0,0.025,0.0,0.0,0.0,2.0
0.75,0.725,0.725,0.675,0.875,0.0
0.6,0.725,0.7,0.725,0.675,0.05
0.425,0.625,0.45,0.85,0.625,0.1
0.275,0.725,0.475,0.675,0.425,0.15000000000000002
0.275,0.825,0.375,0.6,0.4,0.2
0.05,0.7,0.35,0.675,0.35,0.25
0.0,0.7,0.3,0.475,0.375,0.30000000000000004
0.0,0.7,0.125,0.5,0.4,0.35000000000000003
0.0,0.675,0.05,0.475,0.2,0.4
0.0,0.575,0.25,0.375,0.15,0.45
0.0,0.575,0.0,0.425,0.175,0.5
0.0,0.475,0.0,0.275,0.05,0.55
0.0,0.475,0.0,0.225,0.075,0.6000000000000001
0.0,0.575,0.0,0.125,0.025,0.65
0.0,0.575,0.0,0.325,0.05,0.7000000000000001
0.0,0.475,0.0,0.175,0.025,0.75
0.0,0.45,0.0,0.1,0.0,0.8
0.0,0.425,0.0,0.2,0.0,0.8500000000000001
0.0,0.375,0.0,0.1,0.0,0.9
0.0,0.325,0.0,0.05,0.0,0.9500000000000001
0.0,0.4,0.0,0.1,0.0,1.0
0.0,0.375,0.0,0.075,0.0,1.05
0.0,0.375,0.0,0.075,0.0,1.1
0.0,0.3,0.0,0.125,0.0,1.1500000000000001
0.0,0.4,0.0,0.025,0.0,1.2000000000000002
0.0,0.2,0.0,0.025,0.0,1.25
0.0,0.275,0.0,0.0,0.0,1.3
0.0,0.325,0.0,0.0,0.0,1.35
0.0,0.175,0.0,0.0,0.0,1.4000000000000001
0.0,0.175,0.0,0.0,0.0,1.4500000000000002
0.0,0.125,0.0,0.0,0.0,1.5
0.0,0.25,0.0,0.0,0.0,1.55
0.0,0.15,0.0,0.0,0.0,1.6
0.0,0.125,0.0,0.0,0.0,1.6500000000000001
0.0,0.125,0.0,0.0,0.0,1.7000000000000002
0.0,0.1,0.0,0.0,0.0,1.75
0.0,0.15,0.0,0.0,0.0,1.8
0.0,0.1,0.0,0.0,0.0,1.85
0.0,0.05,0.0,0.0,0.0,1.9000000000000001
0.0,0.125,0.0,0.0,0.0,1.9500000000000002
0.0,0.05,0.0,0.0,0.0,2.0
0.675,0.75,0.75,0.675,0.725,0.0
0.75,0.65,0.6,0.725,0.7,0.05
0.65,0.625,0.5,0.75,0.6,0.1
0.45,0.7,0.45,0.775,0.525,0.15000000000000002
0.225,0.8,0.275,0.65,0.475,0.2
0.1,0.7,0.325,0.475,0.45,0.25
0.0,0.65,0.325,0.625,0.325,0.30000000000000004
0.05,0.65,0.25,0.55,0.4,0.35000000000000003
0.025,0.475,0.0,0.5,0.2,0.4
0.0,0.6,0.0,0.425,0.25,0.45
0.0,0.55,0.0,0.425,0.075,0.5
0.0,0.6,0.0,0.325,0.05,0.55
0.0,0.4,0.0,0.25,0.0,0.6000000000000001
0.0,0.55,0.0,0.3,0.025,0.65
0.0,0.425,0.0,0.225,0.0,0.7000000000000001
0.0,0.525,0.0,0.225,0.0,0.75
0.0,0.35,0.0,0.1,0.0,0.8
0.0,0.375,0.0,0.025,0.0,0.8500000000000001
0.0,0.35,0.0,0.1,0.0,0.9
0.0,0.375,0.0,0.125,0.025,0.9500000000000001
0.0,0.4,0.0,0.025,0.0,1.0
0.0,0.5,0.0,0.1,0.0,1.05
0.0,0.475,0.0,0.025,0.0,1.1
0.0,0.275,0.0,0.025,0.0,1.1500000000000001
0.0,0.325,0.0,0.075,0.0,1.2000000000000002
0.0,0.175,0.0,0.025,0.0,1.25
0.0,0.275,0.0,0.0,0.0,1.3
0.0,0.225,0.0,0.025,0.0,1.35
0.0,0.225,0.0,0.0,0.0,1.4000000000000001
0.0,0.2,0.0,0.0,0.0,1.4500000000000002
0.0,0.2,0.0,0.0,0.0,1.5
0.0,0.1,0.0,0.0,0.0,1.55
0.0,0.25,0.0,0.0,0.0,1.6
0.0,0.15,0.0,0.0,0.0,1.6500000000000001
0.0,0.1,0.0,0.0,0.0,1.7000000000000002
0.0,0.075,0.0,0.0,0.0,1.75
0.0,0.05,0.0,0.0,0.0,1.8
0.0,0.025,0.0,0.0,0.0,1.85
0.0,0.1,0.0,0.0,0.0,1.9000000000000001
0.0,0.05,0.0,0.0,0.0,1.9500000000000002
0.0,0.025,0.0,0.0,0.0,2.0
0.825,0.725,0.775,0.825,0.75,0.0
0.65,0.825,0.725,0.725,0.675,0.05
0.6,0.775,0.5,0.7,0.6,0.1
0.175,0.625,0.45,0.65,0.525,0.15000000000000002
0.25,0.675,0.325,0.625,0.55,0.2
0.225,0.65,0.375,0.55,0.475,0.25
0.075,0.675,0.3,0.525,0.25,0.30000000000000004
0.025,0.7,0.275,0.3,0.325,0.35000000000000003
0.05,0.6,0.0,0.55,0.175,0.4
0.0,0.675,0.0,0.425,0.325,0.45
0.0,0.65,0.0,0.3,0.175,0.5
0.0,0.45,0.0,0.375,0.15,0.55
0.0,0.6,0.0,0.4,0.1,0.6000000000000001
0.0,0.55,0.0,0.275,0.1,0.65
0.0,0.525,0.0,0.225,0.1,0.7000000000000001
0.0,0.45,0.0,0.2,0.0,0.75
0.0,0.45,0.0,0.2,0.0,0.8
0.0,0.475,0.0,0.25,0.0,0.8500000000000001
0.0,0.375,0.0,0.075,0.0,0.9
0.0,0.6,0.0,0.15,0.0,0.9500000000000001
0.0,0.4,0.0,0.025,0.0,1.0
0.0,0.475,0.0,0.075,0.0,1.05
0.0,0.45,0.0,0.1,0.0,1.1
0.0,0.2,0.0,0.1,0.0,1.1500000000000001
0.0,0.35,0.0,0.025,0.0,1.2000000000000002
0.0,0.375,0.0,0.0,0.0,1.25
0.0,0.225,0.0,0.05,0.0,1.3
0.0,0.275,0.0,0.0,0.0,1.35
0.0,0.15,0.0,0.025,0.0,1.4000000000000001
0.0,0.225,0.0,0.05,0.0,1.4500000000000002
0.0,0.2,0.0,0.025,0.0,1.5
0.0,0.1,0.0,0.0,0.0,1.55
0.0,0.25,0.0,0.0,0.0,1.6
0.0,0.175,0.0,0.0,0.0,1.6500000000000001
0.0,0.175,0.0,0.0,0.0,1.7000000000000002
0.0,0.175,0.0,0.0,0.0,1.75
0.0,0.125,0.0,0.0,0.0,1.8
0.0,0.025,0.0,0.0,0.0,1.85
0.0,0.05,0.0,0.0,0.0,1.9000000000000001
0.0,0.075,0.0,0.0,0.0,1.9500000000000002
0.0,0.075,0.0,0.0,0.0,2.0
0.85,0.85,0.575,0.7,0.85,0.0
0.725,0.725,0.775,0.65,0.65,0.05
0.5,0.675,0.5,0.725,0.7,0.1
0.4,0.725,0.525,0.7,0.5,0.15000000000000002
0.225,0.675,0.475,0.7,0.4,0.2
0.05,0.625,0.275,0.575,0.45,0.25
0.1,0.55,0.325,0.525,0.525,0.30000000000000004
0.025,0.7,0.225,0.5,0.3,0.35000000000000003
0.0,0.7,0.025,0.4,0.125,0.4
0.0,0.575,0.0,0.4,0.1,0.45
0.0,0.425,0.0,0.3,0.1,0.5
0.0,0.55,0.0,0.35,0.1,0.55
0.0,0.5,0.0,0.15,0.1,0.6000000000000001
0.0,0.525,0.0,0.175,0.0,0.65
0.0,0.625,0.0,0.225,0.075,0.7000000000000001
0.0,0.375,0.0,0.225,0.0,0.75
0.0,0.5,0.0,0.3,0.0,0.8
0.0,0.525,0.0,0.15,0.075,0.8500000000000001
0.0,0.275,0.0,0.125,0.0,0.9
0.0,0.45,0.0,0.2,0.0,0.9500000000000001
0.0,0.325,0.0,0.125,0.0,1.0
0.0,0.325,0.0,0.125,0.0,1.05
0.0,0.3,0.0,0.05,0.0,1.1
0.0,0.4,0.0,0.025,0.0,1.1500000000000001
0.0,0.325,0.0,0.075,0.0,1.2000000000000002
0.0,0.3,0.0,0.0,0.0,1.25
0.0,0.225,0.0,0.025,0.0,1.3
0.0,0.225,0.0,0.025,0.0,1.35
0.0,0.175,0.0,0.0,0.0,1.4000000000000001
0.0,0.125,0.0,0.0,0.0,1.4500000000000002
0.0,0.1,0.0,0.0,0.0,1.5
0.0,0.125,0.0,0.0,0.0,1.55
0.0,0.15,0.0,0.025,0.0,1.6
0.0,0.225,0.0,0.0,0.0,1.6500000000000001
0.0,0.075,0.0,0.0,0.0,1.7000000000000002
0.0,0.075,0.0,0.0,0.0,1.75
0.0,0.15,0.0,0.0,0.0,1.8
0.0,0.125,0.0,0.0,0.0,1.85
0.0,0.05,0.0,0.0,0.0,1.9000000000000001
0.0,0.025,0.0,0.0,0.0,1.9500000000000002
0.0,0.025,0.0,0.0,0.0,2.0
0.7,0.7,0.8,0.75,0.85,0.0
0.6,0.75,0.75,0.75,0.7,0.05
0.5,0.75,0.5,0.75,0.525,0.1
0.3,0.675,0.475,0.65,0.575,0.15000000000000002
0.15,0.9,0.45,0.75,0.45,0.2
0.075,0.775,0.225,0.625,0.425,0.25
0.0,0.75,0.425,0.5,0.45,0.30000000000000004
0.0,0.675,0.125,0.45,0.225,0.35000000000000003
0.0,0.65,0.05,0.45,0.175,0.4
0.0,0.65,0.0,0.325,0.225,0.45
0.0,0.6,0.0,0.5,0.2,0.5
0.0,0.6,0.0,0.35,0.025,0.55
0.0,0.625,0.0,0.275,0.025,0.6000000000000001
0.0,0.55,0.0,0.175,0.1,0.65
0.0,0.5,0.0,0.2,0.0,0.7000000000000001
0.0,0.525,0.0,0.225,0.025,0.75
0.0,0.5,0.0,0.125,0.0,0.8
0.0,0.5,0.0,0.175,0.0,0.8500000000000001
0.0,0.5,0.0,0.2,0.0,0.9
0.0,0.375,0.0,0.025,0.0,0.9500000000000001
0.0,0.45,0.0,0.1,0.0,1.0
0.0,0.275,0.0,0.0,0.0,1.05
0.0,0.525,0.0,0.1,0.0,1.1
0.0,0.375,0.0,0.05,0.0,1.1500000000000001
0.0,0.2,0.0,0.0,0.0,1.2000000000000002
0.0,0.2,0.0,0.0,0.0,1.25
0.0,0.375,0.0,0.0,0.0,1.3
0.0,0.375,0.0,0.0,0.0,1.35
0.0,0.175,0.0,0.0,0.0,1.4000000000000001
0.0,0.15,0.0,0.025,0.0,1.4500000000000002
0.0,0.175,0.0,0.0,0.0,1.5
0.0,0.225,0.0,0.0,0.0,1.55
0.0,0.075,0.0,0.0,0.0,1.6
0.0,0.1,0.0,0.0,0.0,1.6500000000000001
0.0,0.125,0.0,0.0,0.0,1.7000000000000002
0.0,0.2,0.0,0.0,0.0,1.75
0.0,0.15,0.0,0.0,0.0,1.8
0.0,0.15,0.0,0.0,0.0,1.85
0.0,0.075,0.0,0.0,0.0,1.9000000000000001
0.0,0.175,0.0,0.0,0.0,1.9500000000000002
0.0,0.05,0.0,0.0,0.0,2.0
0.65,0.85,0.75,0.725,0.8,0.0
0.5,0.85,0.8,0.675,0.8,0.05
0.55,0.65,0.5,0.675,0.575,0.1
0.25,0.8,0.425,0.825,0.65,0.15000000000000002
0.125,0.65,0.275,0.55,0.475,0.2
0.125,0.675,0.3,0.525,0.35,0.25
0.075,0.725,0.325,0.55,0.3,0.30000000000000004
0.0,0.7,0.325,0.55,0.325,0.35000000000000003
0.0,0.525,0.075,0.3,0.275,0.4
0.0,0.575,0.05,0.425,0.15,0.45
0.0,0.65,0.0,0.375,0.15,0.5
0.0,0.55,0.0,0.3,0.225,0.55
0.0,0.525,0.0,0.375,0.075,0.6000000000000001
0.0,0.55,0.0,0.225,0.05,0.65
0.0,0.625,0.0,0.325,0.075,0.7000000000000001
0.0,0.475,0.0,0.2,0.05,0.75
0.0,0.575,0.0,0.225,0.0,0.8
0.0,0.4,0.0,0.075,0.0,0.8500000000000001
0.0,0.35,0.0,0.025,0.0,0.9
0.0,0.525,0.0,0.05,0.0,0.9500000000000001
0.0,0.3,0.0,0.025,0.0,1.0
0.0,0.425,0.0,0.125,0.0,1.05
0.0,0.4,0.0,0.125,0.0,1.1
0.0,0.35,0.0,0.025,0.025,1.1500000000000001
0.0,0.225,0.0,0.05,0.0,1.2000000000000002
0.0,0.3,0.0,0.025,0.0,1.25
0.0,0.3,0.0,0.0,0.0,1.3
0.0,0.35,0.0,0.025,0.0,1.35
0.0,0.2,0.0,0.0,0.0,1.4000000000000001
0.0,0.175,0.0,0.0,0.0,1.4500000000000002
0.0,0.3,0.0,0.0,0.0,1.5
0.0,0.175,0.0,0.0,0.0,1.55
0.0,0.2,0.0,0.0,0.0,1.6
0.0,0.05,0.0,0.0,0.0,1.6500000000000001
0.0,0.1,0.0,0.0,0.0,1.7000000000000002
0.0,0.125,0.0,0.0,0.0,1.75
0.0,0.1,0.0,0.0,0.0,1.8
0.0,0.1,0.0,0.0,0.0,1.85
0.0,0.125,0.0,0.0,0.0,1.9000000000000001
0.0,0.025,0.0,0.0,0.0,1.9500000000000002
0.0,0.05,0.0,0.0,0.0,2.0
0.55,0.725,0.8,0.775,0.575,0.0
0.75,0.825,0.675,0.7,0.65,0.05
0.425,0.725,0.55,0.65,0.775,0.1
0.35,0.625,0.5,0.675,0.675,0.15000000000000002
0.25,0.675,0.425,0.575,0.4,0.2
0.15,0.65,0.4,0.725,0.475,0.25
0.1,0.55,0.3,0.5,0.375,0.30000000000000004
0.05,0.725,0.2,0.525,0.3,0.35000000000000003
0.025,0.6,0.175,0.525,0.25,0.4
0.0,0.55,0.0,0.35,0.275,0.45
0.0,0.475,0.0,0.55,0.175,0.5
0.0,0.525,0.0,0.375,0.05,0.55
0.0,0.6,0.0,0.25,0.075,0.6000000000000001
0.0,0.525,0.0,0.2,0.05,0.65
0.0,0.575,0.0,0.2,0.05,0.7000000000000001
0.0,0.45,0.0,0.15,0.0,0.75
0.0,0.5,0.0,0.225,0.025,0.8
0.0,0.275,0.0,0.175,0.0,0.8500000000000001
0.0,0.4,0.0,0.175,0.0,0.9
0.0,0.375,0.0,0.15,0.0,0.9500000000000001
0.0,0.3,0.0,0.05,0.0,1.0
0.0,0.425,0.0,0.125,0.0,1.05
0.0,0.4,0.0,0.025,0.0,1.1
0.0,0.375,0.0,0.025,0.0,1.1500000000000001
0.0,0.35,0.0,0.05,0.0,1.2000000000000002
0.0,0.25,0.0,0.0,0.0,1.25
0.0,0.275,0.0,0.0,0.0,1.3
0.0,0.2,0.0,0.0,0.0,1.35
0.0,0.125,0.0,0.0,0.0,1.4000000000000001
0.0,0.175,0.0,0.025,0.0,1.4500000000000002
0.0,0.175,0.0,0.0,0.0,1.5
0.0,0.2,0.0,0.0,0.0,1.55
0.0,0.15,0.0,0.0,0.0,1.6
0.0,0.175,0.0,0.0,0.0,1.6500000000000001
0.0,0.175,0.0,0.0,0.0,1.7000000000000002
0.0,0.075,0.0,0.0,0.0,1.75
0.0,0.175,0.0,0.0,0.0,1.8
0.0,0.1,0.0,0.0,0.0,1.85
0.0,0.075,0.0,0.0,0.0,1.9000000000000001
0.0,0.05,0.0,0.0,0.0,1.9500000000000002
0.0,0.025,0.0,0.0,0.0,2.0
0.725,0.7,0.75,0.75,0.725,0.0
0.575,0.75,0.7,0.675,0.7,0.05
0.425,0.775,0.425,0.775,0.575,0.1
0.5,0.7,0.5,0.675,0.575,0.15000000000000002
0.25,0.7,0.4,0.775,0.45,0.2
0.1,0.675,0.2,0.575,0.4,0.25
0.025,0.775,0.225,0.55,0.275,0.30000000000000004
0.025,0.7,0.2,0.5,0.275,0.35000000000000003
0.0,0.625,0.025,0.6,0.25,0.4
0.0,0.55,0.0,0.3,0.2,0.45
0.0,0.625,0.0,0.5,0.175,0.5
0.0,0.55,0.0,0.275,0.15,0.55
0.0,0.6,0.0,0.225,0.1,0.6000000000000001
0.0,0.475,0.0,0.275,0.075,0.65
0.0,0.475,0.0,0.225,0.05,0.7000000000000001
0.0,0.45,0.0,0.175,0.025,0.75
0.0,0.55,0.0,0.125,0.0,0.8
0.0,0.35,0.0,0.25,0.0,0.8500000000000001
0.0,0.325,0.0,0.1,0.025,0.9
0.0,0.5,0.0,0.05,0.0,0.9500000000000001
0.0,0.4,0.0,0.125,0.0,1.0
0.0,0.3,0.0,0.1,0.0,1.05
0.0,0.3,0.0,0.05,0.0,1.1
0.0,0.375,0.0,0.05,0.0,1.1500000000000001
0.0,0.325,0.0,0.05,0.0,1.2000000000000002
0.0,0.275,0.0,0.0,0.0,1.25
0.0,0.2,0.0,0.05,0.0,1.3
0.0,0.35,0.0,0.0,0.0,1.35
0.0,0.225,0.0,0.025,0.0,1.4000000000000001
0.0,0.225,0.0,0.0,0.0,1.4500000000000002
0.0,0.175,0.0,0.0,0.0,1.5
0.0,0.175,0.0,0.0,0.0,1.55
0.0,0.15,0.0,0.0,0.0,1.6
0.0,0.175,0.0,0.0,0.0,1.6500000000000001
0.0,0.15,0.0,0.0,0.0,1.7000000000000002
0.0,0.1,0.0,0.0,0.0,1.75
0.0,0.175,0.0,0.0,0.0,1.8
0.0,0.1,0.0,0.0,0.0,1.85
0.0,0.05,0.0,0.0,0.0,1.9000000000000001
0.0,0.025,0.0,0.0,0.0,1.9500000000000002
0.0,0.025,0.0,0.0,0.0,2.0
